hcp_id,hcp_specialty,t1_diag_pat,t1_treated_pat,total_unique_pat_treated,unique_cancer_treated,t1_nps,t1_platinum_pat,t1_platinum_pat_1L,comp_a_claims,comp_r_claims,comp_z_claims,t1_pat_1L,t1_pat_2Lplus,t1_calls,t2_calls,t1_avg_gap,t2_avg_gap,Display_Impressions,Email_Opens,e-Newsletters_Opens,e-Newsletters_Sent,Display- eNewsletters_Sent,In App_Impressions,In-office Video/ Wallboards_Deli,Email_Delivered_EM,Direct Mail_Delivered_DM,Display- Targeted/Programmatic_I,Text Ad_Clicks,admisson_impressions,print_exposure,ABC_t1_nps
190,Oncology,92,35,193,9,4,23,12,72,0,0,15,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.119489724,1
191,Gynecology,158,35,140,9,11,23,19,19,2,0,22,15,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Others,230,35,36,2,2,4,3,4,4,0,8,6,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Oncology,251,35,44,6,19,27,23,14,0,4,25,13,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,1
194,Others,98,35,665,9,2,15,10,24,0,0,14,19,10.5,5.5,177.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
195,Gynecology,110,35,39,5,13,20,18,28,3,4,25,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Oncology,178,35,37,3,11,14,10,24,0,0,14,10,14,1.5,0,0,186,0,0,0,0,0,0,7,1,0,1,0,0,0
197,Oncology,157,35,411,9,9,18,12,51,0,3,12,20,14,8.5,61.5,0,7,0,0,0,0,0,2,0,1,0,0,0,0.119489724,1
198,Oncology,128,35,38,5,4,14,6,52,0,0,7,18,7,0,0,0,0,1,0,2,0,0,0,3,1,1,1,0,0,0
199,Oncology,86,35,200,8,16,12,11,50,7,44,22,9,14,4.1,55.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,Gynecology,205,35,43,5,9,27,16,10,0,10,18,17,8,0.5,0,0,0,0,0,0,0,0,0,3,1,0,0,8,0,0
201,Oncology,130,35,43,4,15,12,8,68,0,10,18,15,36.6,19.5,14.875,0,0,1,0,0,0,0,0,5,1,2,0,42,0,0
202,Others,32,34,189,9,5,18,14,1,0,0,21,11,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0.119489724,0
203,Oncology,207,34,93,8,3,15,10,45,18,0,11,22,18,1,21.5,0,23,0,0,0,3,0,10,4,1,0,0,0,0,0
204,Oncology,21,34,38,3,15,0,0,1,0,55,18,13,14.1,0,69.1,0,0,1,0,0,0,0,0,5,1,15,0,88,0,1
205,Oncology,117,34,511,9,1,18,12,32,0,0,17,15,6,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.119489724,0
206,Oncology,98,34,43,4,13,21,17,38,0,2,24,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145,0,0
207,Gynecology,197,34,48,9,9,22,14,23,4,1,16,17,30,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1
208,Gynecology,108,34,35,2,8,1,1,0,0,0,11,5,5,0,0,0,0,0,0,0,8,0,0,2,1,0,0,79,0,0
209,Oncology,74,34,899,9,5,16,11,72,0,0,12,16,7,2,24.08333333,38.09090909,0,0,0,4,0,0,0,0,1,0,0,0,0.119489724,1
210,Oncology,271,33,36,6,10,22,14,48,9,0,16,18,8,1,149.6470588,0,0,0,0,0,0,0,0,4,0,12,0,29,0,1
211,Gynecology,146,33,36,3,10,27,15,33,0,0,15,15,0,0,395.8,0,0,1,0,0,5,0,0,4,1,12,0,28,0,0
212,Gynecology,211,33,35,2,5,12,8,34,12,6,8,24,22,0,32.73076923,0,0,0,0,0,0,0,0,7,1,1,0,23,0,1
213,Oncology,59,33,68,2,7,2,1,0,0,0,2,8,5,2,0,0,0,10,6,8,0,0,0,7,1,11,0,139,0.119520958,0
214,Gynecology,237,33,37,3,17,25,19,155,0,5,20,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
215,Gynecology,311,33,66,7,12,27,17,51,5,0,19,15,37,0,15.33333333,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
216,Oncology,91,33,42,6,6,9,5,19,0,0,8,10,8,0,95.42857143,0,0,0,1,4,4,0,0,8,1,0,1,48,0.119489724,0
217,Oncology,102,33,145,9,3,14,12,8,1,0,20,10,17,1,40.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
218,Oncology,84,33,812,9,3,16,9,24,0,0,9,17,14,5.5,44,0,0,0,0,0,2,0,10,0,0,0,0,0,0.119489724,1
219,Others,78,33,39,4,8,10,9,21,1,24,15,17,9,0.5,36.65789474,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1
220,Oncology,107,33,39,4,4,7,2,48,0,0,2,9,7,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0
221,Oncology,202,33,314,9,9,13,11,3,8,12,19,11,7,4.6,131.15,0,33,0,9,12,0,0,0,0,1,0,0,116,0,1
222,Oncology,115,33,182,9,8,12,11,2,6,1,21,7,2,0.5,273,0,0,1,0,0,0,0,0,4,1,0,0,4,0,1
223,Gynecology,65,33,36,4,8,7,3,3,0,0,3,6,5,0,148.8888889,0,0,0,0,0,6,0,0,0,1,0,0,18,0,0
224,Oncology,88,33,895,9,1,17,8,41,0,0,8,19,5,2,0,0,0,0,0,0,7,4,0,4,1,0,0,78,0.119489724,0
225,Oncology,137,33,39,5,7,16,9,32,7,1,13,18,15,5.6,79.77142857,0,30,0,0,0,3,0,0,0,1,0,0,38,0,1
226,Oncology,108,33,583,9,4,13,8,64,0,1,14,17,11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227,Oncology,53,33,449,9,0,14,6,11,0,0,9,21,6,2.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
228,Gynecology,252,33,37,3,18,26,23,1,0,5,24,11,10,2.1,46.3,0,0,0,0,0,3,0,0,5,1,0,0,0,0,1
229,Oncology,73,33,38,5,10,6,4,42,2,0,6,13,6,0,0,0,26,0,0,0,0,0,0,0,1,0,0,80,0.119489724,0
230,Others,263,33,34,3,7,8,7,0,17,5,22,7,11,0,50.22222222,0,0,0,0,0,0,0,0,0,1,0,0,26,0,1
231,Oncology,206,33,35,4,12,26,15,66,0,0,18,18,23,3,33.92307692,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
232,Oncology,56,33,418,9,2,21,8,9,0,0,12,18,1.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119520958,0
233,Others,60,33,46,4,4,16,12,6,0,0,14,10,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
234,Gynecology,228,32,38,4,12,23,15,91,0,0,16,17,12,0,23.5,0,7,0,0,4,0,0,0,0,1,0,0,2,0,0
235,Oncology,73,32,119,8,1,12,4,35,0,14,5,22,13,6.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
236,Oncology,137,32,42,5,19,23,21,35,0,0,22,9,26.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Oncology,44,32,245,9,4,18,12,12,0,0,14,15,8.5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
238,Oncology,141,32,35,3,3,6,2,5,0,16,9,19,20,6,20.22727273,0,0,0,0,4,0,0,0,0,1,0,0,52,0,1
239,Oncology,123,32,150,9,7,12,10,3,1,1,18,11,19,1.5,16.71428571,0,0,0,0,0,3,0,0,0,1,0,0,10,0.119489724,0
240,Oncology,171,31,38,4,8,15,6,25,4,29,12,21,24.5,0.5,34.96296296,0,0,2,3,8,0,0,1,3,1,37,1,23,0,1
241,Oncology,91,31,34,3,6,15,10,37,2,0,11,12,16,0,0,0,0,0,0,0,7,0,0,5,1,0,0,15,0,1
242,Oncology,67,31,612,9,2,15,6,37,0,0,6,18,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.119489724,0
243,Oncology,49,31,368,9,4,22,17,5,0,0,21,10,10,8.5,0,0,0,0,0,0,1,0,10,0,1,0,1,0,0.119489724,0
244,Oncology,77,31,599,9,1,16,10,18,0,0,13,15,7,3,0,0,3,0,0,0,3,0,0,1,1,0,2,12,0,0
245,Others,89,31,38,4,2,5,3,36,0,3,5,12,7,0,133.8181818,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
246,Oncology,39,31,212,9,3,14,9,28,4,0,10,19,4,0.5,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0.119489724,0
247,Gynecology,127,31,33,2,16,10,9,40,0,4,9,10,15,0,98.33333333,0,0,0,0,0,4,1,0,0,1,0,0,102,0,0
248,Oncology,63,31,272,9,2,15,8,17,0,0,12,16,5.5,11.1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0.119489724,0
249,Oncology,75,30,466,8,3,10,5,48,0,0,7,10,13.5,4.5,59.88888889,0,1,0,0,0,5,0,0,1,1,2,0,31,0.119520958,0
250,Oncology,95,30,1015,9,5,14,12,21,0,0,16,10,15,7,0,0,0,0,2,4,0,0,0,0,1,1,0,8,0.119489724,0
251,Others,178,30,32,3,6,21,18,37,0,0,18,10,2,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Others,51,30,160,7,5,21,10,33,0,0,12,17,5,2,0,0,0,0,0,0,1,0,0,7,1,0,0,18,0.119520958,0
253,Gynecology,198,30,36,6,9,19,15,55,0,2,15,13,34,0,23.66666667,0,0,0,0,0,7,0,0,4,1,0,0,52,0,1
254,Oncology,40,30,273,9,2,14,9,20,0,0,10,18,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
255,Oncology,100,30,31,3,4,9,7,14,0,80,9,15,3,0,0,0,0,0,0,0,0,0,0,11,1,0,0,19,0,0
256,Oncology,42,30,293,8,4,22,12,39,0,0,13,15,8.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119520958,0
257,Oncology,109,30,519,9,9,19,10,75,0,10,10,17,2,1,43.5,0,0,0,0,0,6,0,0,0,0,0,0,0,0.119489724,1
258,Oncology,151,30,37,7,9,19,12,61,0,1,12,19,6.5,0.1,109.2380952,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
259,Others,137,30,30,1,0,4,3,6,7,27,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Others,50,30,133,7,5,21,11,34,0,0,11,18,8,2,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0.119489724,0
261,Oncology,157,30,38,6,14,26,18,37,0,10,19,11,20,3,0,0,0,0,0,0,0,0,0,5,0,3,0,17,0,0
262,Gynecology,133,30,37,4,10,19,16,51,0,4,20,6,12,2.7,51.66666667,0,0,0,0,0,0,0,0,3,1,0,0,13,0,1
263,Gynecology,31,30,33,4,10,1,0,1,0,0,2,4,3,0,273.5,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0
264,Oncology,56,30,313,9,0,12,6,12,0,0,7,19,4,1.5,0,0,14,0,0,0,3,0,0,0,0,3,0,0,0.119520958,0
265,Oncology,75,30,32,3,12,7,5,0,0,0,6,3,5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
266,Oncology,76,30,85,8,1,14,5,24,0,0,6,23,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0.119489724,0
267,Others,79,30,36,4,4,15,13,15,1,8,17,11,5,0.5,65.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,Oncology,102,30,30,2,14,20,15,35,0,17,21,11,22,1,0,0,0,0,0,0,0,0,0,4,1,0,0,16,0,0
269,Oncology,32,30,422,9,5,13,8,8,0,0,9,20,5,1.5,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0.119520958,0
270,Oncology,127,30,33,4,15,13,11,16,0,17,17,8,8,0,147.4736842,0,0,1,0,0,0,0,0,7,1,9,0,4,0,1
271,Oncology,89,30,546,9,16,24,16,40,0,0,18,13,4,2,0,0,0,0,0,3,0,0,0,4,1,0,1,6,0,0
272,Oncology,96,30,34,4,22,11,10,58,0,0,17,1,11,0.5,20.5,0,0,0,0,0,0,0,0,4,1,0,0,12,0,0
273,Gynecology,174,30,33,3,2,13,7,22,2,0,11,19,42,0,26.5,0,0,0,0,0,1,0,0,4,1,0,0,25,0,1
274,Gynecology,162,29,35,7,6,17,10,41,0,0,10,17,1,0,32,0,0,0,0,0,0,0,0,1,0,3,0,31,0,1
275,Oncology,95,29,253,7,1,1,0,0,0,4,3,5,4,7.5,0,0,0,0,0,8,3,0,0,0,1,1,2,29,0.119489724,0
276,Oncology,108,29,368,8,9,22,15,34,0,0,16,12,6.5,4.2,0,153,0,0,0,0,7,0,0,1,0,0,0,0,0.119520958,0
277,Oncology,90,29,175,8,7,15,9,30,0,0,9,13,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0.119489724,0
278,Oncology,252,29,33,3,5,18,9,28,0,14,9,18,18.5,0.1,51.66666667,0,0,0,0,4,3,0,0,0,1,0,1,48,0,1
279,Oncology,41,29,161,9,5,22,11,21,0,0,15,15,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
280,Oncology,56,29,377,9,3,19,9,24,0,0,13,15,7,3.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119489724,0
281,Gynecology,158,29,36,5,18,27,21,37,4,0,22,7,21.5,0.6,12.5,0,0,0,0,0,0,0,10,4,1,0,0,10,0,1
282,Gynecology,115,28,29,3,8,12,7,9,19,4,12,11,0,0,291,0,0,0,0,0,7,0,0,4,1,0,0,0,0,0
283,Gynecology,168,28,30,4,5,7,3,9,0,0,5,13,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Oncology,37,28,152,8,4,19,13,25,0,0,14,14,7,2.5,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
285,Oncology,127,28,32,4,11,19,14,114,0,2,15,11,24,0,25.5,0,0,0,0,0,3,0,0,3,0,1,0,34,0,0
286,Gynecology,112,28,33,5,10,17,8,14,8,15,12,14,9,0.5,54.70588235,0,9,3,0,3,8,0,0,4,1,0,0,114,0,0
287,Oncology,58,28,599,8,3,16,12,30,0,0,15,13,5,7,0,58.66666667,0,0,0,0,0,0,0,0,0,0,1,0,0.119489724,0
288,Others,261,28,30,2,8,7,6,0,13,0,17,9,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,Gynecology,39,28,31,3,6,15,3,8,0,1,6,18,6,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1
290,Oncology,98,28,33,4,10,13,7,42,0,0,10,18,19.5,2,261.4,0,1,0,0,4,0,0,0,4,1,0,0,2,0,1
291,Oncology,125,28,31,3,5,7,5,23,19,11,9,15,16,0,197.75,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1
292,Oncology,39,28,258,9,1,12,9,9,0,0,14,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.119489724,0
293,Gynecology,244,28,34,4,11,16,9,15,0,8,11,17,32,0,13.87179487,0,0,0,0,0,4,0,0,7,1,0,0,274,0,1
294,Oncology,98,27,31,4,12,11,6,0,5,30,11,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
295,Others,47,27,162,8,1,14,9,29,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Oncology,35,27,40,2,17,9,5,1,3,19,11,10,21.5,3.5,20.7962963,21.5,5,0,0,6,0,0,0,4,1,0,0,76,0,1
297,Oncology,30,27,30,4,16,7,6,7,2,31,14,13,35,2,12.28125,69.42857143,0,0,0,0,7,0,0,5,1,0,0,0,0,1
298,Oncology,160,27,35,7,10,16,7,79,0,7,9,15,13.5,0,53.37037037,0,4,0,0,4,0,0,0,4,1,9,0,22,0,1
299,Oncology,130,27,31,4,10,8,5,20,13,2,11,14,21.5,0,44.1875,0,0,0,0,4,10,0,0,4,1,4,0,53,0,1
300,Oncology,45,27,388,9,4,15,11,9,0,0,17,10,15,4.5,0,0,0,0,0,0,3,0,0,9,1,0,0,0,0.119520958,0
301,Others,125,27,31,4,3,13,7,6,0,0,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Oncology,109,27,518,9,4,20,12,11,0,0,12,15,4,5.6,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0.119489724,0
303,Gynecology,201,27,32,5,9,17,11,16,0,6,12,14,5,0.6,72.66666667,0,0,0,0,0,0,0,0,3,1,2,0,52,0,0
304,Gynecology,187,27,33,6,10,20,14,67,0,5,14,16,12,1.5,67.4,0,0,0,2,4,0,0,0,0,1,0,0,5,0,0
305,Oncology,98,27,435,9,12,20,13,73,0,0,14,12,33.5,17.5,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0.119489724,1
306,Oncology,146,27,119,8,8,12,9,97,0,4,15,13,24,6.5,65,456,0,2,0,0,0,0,0,10,1,7,1,6,0.119489724,0
307,Oncology,46,27,414,9,0,12,7,9,0,0,10,16,4,1.5,0,273.3333333,0,0,0,0,10,0,0,0,0,0,0,0,0.119520958,0
308,Gynecology,79,27,27,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Oncology,137,27,548,9,3,14,8,18,0,28,10,17,10,5,85.66666667,0,0,0,0,0,0,0,0,1,1,0,0,0,0.119489724,0
310,Oncology,76,27,180,9,5,7,6,5,0,29,12,12,1,0.5,0,0,6,1,4,12,0,0,0,5,1,1,0,45,0.119489724,0
311,Oncology,79,27,872,9,1,19,8,8,0,0,10,15,13.5,8.6,0,0,1,0,0,0,3,0,10,1,0,2,0,21,0,0
312,Oncology,28,27,191,8,1,15,13,5,0,0,16,8,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0.119489724,0
313,Oncology,103,26,32,4,6,6,3,43,0,2,5,9,9,0.5,43.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314,Oncology,70,26,348,9,5,8,5,54,0,0,5,8,14.5,5,39.25,4,0,0,0,0,0,0,0,11,1,0,0,0,0.119489724,0
315,Oncology,52,26,37,5,6,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,1
316,Others,47,26,35,3,0,0,0,0,0,0,1,19,13,0,15.76923077,331.5,0,0,1,4,0,0,0,0,0,0,0,0,0,1
317,Oncology,85,26,27,2,7,0,0,0,0,0,1,6,8,0,0,0,0,0,0,7,10,0,0,3,1,2,0,92,0,0
318,Gynecology,202,26,34,6,4,16,6,95,0,0,7,19,22,0.5,0,0,0,0,0,0,7,0,0,0,1,0,0,2,0,0
319,Oncology,204,26,30,2,6,16,11,36,0,1,11,15,16,1.5,39.81818182,0,0,0,0,0,8,0,0,5,1,0,0,21,0,1
320,Oncology,56,26,30,4,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,4,2,0,0,0,0,0,1,35,0,0
321,Others,117,26,379,9,5,16,10,61,0,0,11,17,18,10,17.5,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0
322,Oncology,199,26,29,3,6,15,11,26,0,0,11,15,11,1,44.14285714,0,0,0,0,0,7,0,0,4,1,0,0,32,0,0
323,Oncology,75,26,493,9,2,19,13,25,0,0,13,13,24,11,0,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0
324,Oncology,140,26,29,3,8,15,11,19,0,6,13,14,18,0,19.25,0,0,0,1,4,3,0,0,0,1,0,0,54,0,0
325,Oncology,42,26,179,9,5,15,9,3,0,0,10,14,3.5,1.5,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0.119489724,0
326,Oncology,138,26,33,5,8,21,9,49,0,0,9,16,14.5,0,1,0,0,0,0,8,7,0,0,0,1,0,0,87,0,0
327,Oncology,79,26,584,9,3,13,10,17,0,0,13,11,8,4,13,0,0,0,0,4,0,0,0,1,1,0,0,0,0.119489724,0
328,Oncology,94,26,379,9,7,14,11,27,0,0,12,12,10.5,8,47.16666667,0,9,0,0,4,7,0,0,8,1,0,0,0,0,1
329,Oncology,118,26,26,1,10,19,16,23,0,3,16,9,0,0,277.7777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,Oncology,175,26,95,8,5,10,5,19,10,0,7,15,18,1.5,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331,Gynecology,137,26,32,5,8,8,6,14,0,0,6,14,22,9,15.19512195,21.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
332,Oncology,197,25,282,5,7,16,12,31,0,3,14,9,14,7.7,19.25,78,0,0,0,8,5,0,0,7,1,0,0,1,0.119489724,1
333,Oncology,42,25,281,9,7,12,11,61,0,0,11,14,3,0.5,127.3333333,0,0,0,0,0,3,0,0,0,0,0,0,0,0.119489724,0
334,Oncology,82,25,305,9,4,10,6,35,0,0,7,18,28.5,10.5,10.5,0,0,0,0,0,5,0,0,6,1,0,0,65,0.119489724,0
335,Gynecology,148,25,30,4,4,17,6,42,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0
336,Oncology,39,25,85,8,0,15,9,24,0,0,9,14,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.119489724,0
337,Others,59,25,122,9,5,11,7,19,9,7,11,16,2,0.5,0,0,0,2,0,0,0,1,10,3,1,10,0,73,0,0
338,Oncology,116,25,29,5,3,17,6,27,0,0,6,18,9,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
339,Oncology,120,25,35,4,8,18,14,32,0,0,16,10,18,3,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0
340,Oncology,30,25,265,9,0,10,6,3,0,0,11,9,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0.119489724,0
341,Oncology,51,25,633,9,3,16,14,8,0,1,16,6,16,7.6,0,48,0,0,1,4,7,4,0,0,0,0,0,10,0.119520958,0
342,Gynecology,95,25,28,3,20,24,24,19,0,0,24,4,20,2,55.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,Oncology,86,25,690,9,4,11,6,6,3,0,6,17,13.5,8,27.5,0,2,0,0,4,0,2,10,0,1,0,0,33,0.119520958,0
344,Gynecology,96,25,32,4,2,17,3,73,0,0,4,16,3,1,11,0,0,0,0,0,5,0,0,0,1,0,0,44,0,1
345,Gynecology,160,25,31,5,5,17,10,44,0,2,10,15,13,1,0,0,0,0,0,0,0,0,0,6,1,0,0,65,0,1
346,Oncology,77,25,28,3,9,2,0,25,0,0,6,3,10,0.5,101.7692308,0,0,0,0,0,0,0,0,0,1,0,1,20,0,0
347,Gynecology,155,25,277,9,2,13,6,10,0,0,10,13,27,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
348,Gynecology,37,25,30,5,3,14,9,10,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,Oncology,75,25,386,9,6,12,6,120,0,0,7,16,7,3.5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.119489724,0
350,Oncology,67,25,539,9,2,16,10,50,0,0,11,16,23,11.5,0,0,0,1,0,0,0,0,0,7,1,0,0,4,0.119489724,1
351,Oncology,353,25,30,3,8,18,12,46,0,12,13,13,8,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
352,Oncology,114,25,34,7,7,13,9,6,1,13,10,14,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Oncology,81,25,659,9,5,9,6,26,0,0,6,16,20.5,11.5,29.91836735,40,0,0,0,0,0,0,0,4,1,0,0,0,0.119520958,0
354,Gynecology,295,25,32,5,9,12,8,24,0,0,9,13,5,0.5,93.40740741,114.3333333,0,0,0,4,0,0,0,5,0,0,0,93,0,1
355,Gynecology,75,25,27,3,4,22,18,9,0,0,18,4,15.5,2.2,0,0,0,0,0,0,4,0,0,0,0,0,0,22,0,0
356,Oncology,68,25,27,2,5,7,4,35,0,0,5,6,9,0.5,315.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,Oncology,153,24,25,2,7,15,13,1,1,0,18,5,17.5,0.5,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,Oncology,46,24,161,9,4,8,8,3,0,0,12,7,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
359,Oncology,58,24,595,9,2,17,8,9,0,0,9,14,2.5,2.6,0,0,0,0,0,4,10,0,10,0,0,0,0,0,0.119489724,0
360,Oncology,73,24,29,3,1,1,1,4,9,6,4,16,19.5,1,11.5,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1
361,Oncology,37,24,363,9,4,14,9,10,0,0,11,9,14.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
362,Oncology,81,24,215,9,6,15,13,17,0,0,14,11,4.5,2.5,74.33333333,0,0,0,0,0,8,3,0,0,1,0,0,0,0.119520958,1
363,Gynecology,103,24,26,3,5,7,5,5,6,18,6,18,7,0,71.5,0,0,0,0,0,0,0,20,0,0,0,0,8,0,0
364,Oncology,100,24,646,9,6,11,7,27,0,0,11,11,8.5,9.5,46.25,0,2,0,0,0,7,0,0,7,1,0,1,0,0.119489724,0
365,Oncology,31,24,150,9,2,14,14,4,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Oncology,106,24,296,9,7,10,9,99,0,0,11,16,8,4,0,30,0,0,0,0,13,0,10,0,1,0,1,0,0,1
367,Oncology,52,24,456,9,3,17,11,12,0,0,11,11,3.1,1.6,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0.119489724,0
368,Oncology,76,24,93,8,12,14,9,6,2,4,15,8,19,8,31.57142857,33.42857143,0,0,0,12,0,0,0,5,1,0,0,8,0.119489724,1
369,Oncology,73,24,353,9,4,12,9,39,0,0,11,13,25,11,29,0,0,0,0,0,0,0,0,3,1,0,0,0,0.119489724,1
370,Oncology,42,24,318,8,4,15,10,27,0,0,11,13,6,10.5,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0.119489724,0
371,Oncology,31,24,156,9,1,14,13,5,0,0,16,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.119489724,0
372,Oncology,53,24,564,9,4,12,7,40,3,13,7,13,12,5,0,0,0,0,0,8,0,0,0,0,1,0,0,5,0.119489724,0
373,Oncology,73,24,371,6,2,10,6,29,1,0,7,7,1,0.5,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0.119489724,0
374,Oncology,66,24,390,9,7,15,11,9,0,0,11,10,10.5,4.1,0,0,0,0,0,4,0,0,0,8,1,0,0,21,0.119489724,0
375,Gynecology,240,24,29,5,9,20,13,68,0,0,13,10,9,0,0,0,92,0,0,8,0,0,10,0,1,0,0,157,0,0
376,Others,77,24,82,8,3,15,8,74,0,12,10,13,5,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
377,Gynecology,112,24,24,2,5,7,5,24,0,0,5,10,14.5,0.6,27,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0
378,Oncology,97,24,852,9,3,14,7,34,0,0,8,12,19.5,8,0,0,0,0,0,0,0,0,10,3,1,0,0,0,0.119520958,0
379,Oncology,82,24,337,9,14,14,13,35,21,0,15,5,13.1,3,52.63636364,0,0,0,0,0,0,5,0,0,1,0,0,0,0.119489724,0
380,Others,38,23,814,9,3,12,9,5,0,0,10,7,8.3,27.5,0,0,2,0,6,8,0,0,0,4,1,0,0,99,0,0
381,Oncology,32,23,197,9,2,8,5,11,0,0,7,13,5,7,0,0,0,0,0,0,0,8,0,4,1,10,0,39,0.119489724,0
